"","Relative_Compactness","Surface_Area","Wall_Area","Roof_Area","Overall_Height","Orientation","Glazing_Area","Cooling_Load"
"472",0.66,759.5,318.5,220.5,3.5,5,0.25,16.14
"473",0.64,784,343,220.5,3.5,2,0.25,19.65
"474",0.64,784,343,220.5,3.5,3,0.25,19.76
"475",0.64,784,343,220.5,3.5,4,0.25,20.37
"476",0.64,784,343,220.5,3.5,5,0.25,19.9
"477",0.62,808.5,367.5,220.5,3.5,2,0.25,15.41
"478",0.62,808.5,367.5,220.5,3.5,3,0.25,15.56
"479",0.62,808.5,367.5,220.5,3.5,4,0.25,15.07
"480",0.62,808.5,367.5,220.5,3.5,5,0.25,15.38
"481",0.98,514.5,294,110.25,7,2,0.25,29.53
"482",0.98,514.5,294,110.25,7,3,0.25,29.77
"483",0.98,514.5,294,110.25,7,4,0.25,30
"484",0.98,514.5,294,110.25,7,5,0.25,30.2
"485",0.9,563.5,318.5,122.5,7,2,0.25,32.25
"486",0.9,563.5,318.5,122.5,7,3,0.25,32
"487",0.9,563.5,318.5,122.5,7,4,0.25,37.19
"488",0.9,563.5,318.5,122.5,7,5,0.25,35.62
"489",0.86,588,294,147,7,2,0.25,28.02
"490",0.86,588,294,147,7,3,0.25,29.43
"491",0.86,588,294,147,7,4,0.25,34.15
"492",0.86,588,294,147,7,5,0.25,33.47
"493",0.82,612.5,318.5,147,7,2,0.25,26.53
"494",0.82,612.5,318.5,147,7,3,0.25,26.08
"495",0.82,612.5,318.5,147,7,4,0.25,29.31
"496",0.82,612.5,318.5,147,7,5,0.25,28.14
"497",0.79,637,343,147,7,2,0.25,37.54
"498",0.79,637,343,147,7,3,0.25,36.66
"499",0.79,637,343,147,7,4,0.25,45.28
"500",0.79,637,343,147,7,5,0.25,43.73
"501",0.76,661.5,416.5,122.5,7,2,0.25,36.93
"502",0.76,661.5,416.5,122.5,7,3,0.25,37.01
"503",0.76,661.5,416.5,122.5,7,4,0.25,35.73
"504",0.76,661.5,416.5,122.5,7,5,0.25,36.15
"505",0.74,686,245,220.5,3.5,2,0.25,14.48
"506",0.74,686,245,220.5,3.5,3,0.25,14.58
"507",0.74,686,245,220.5,3.5,4,0.25,14.81
"508",0.74,686,245,220.5,3.5,5,0.25,14.03
"509",0.71,710.5,269.5,220.5,3.5,2,0.25,15.27
"510",0.71,710.5,269.5,220.5,3.5,3,0.25,14.71
"511",0.71,710.5,269.5,220.5,3.5,4,0.25,15.23
"512",0.71,710.5,269.5,220.5,3.5,5,0.25,14.97
"513",0.69,735,294,220.5,3.5,2,0.25,15.14
"514",0.69,735,294,220.5,3.5,3,0.25,14.97
"515",0.69,735,294,220.5,3.5,4,0.25,15.22
"516",0.69,735,294,220.5,3.5,5,0.25,14.6
"517",0.66,759.5,318.5,220.5,3.5,2,0.25,15.83
"518",0.66,759.5,318.5,220.5,3.5,3,0.25,16.03
"519",0.66,759.5,318.5,220.5,3.5,4,0.25,15.8
"520",0.66,759.5,318.5,220.5,3.5,5,0.25,16.06
"521",0.64,784,343,220.5,3.5,2,0.25,20.13
"522",0.64,784,343,220.5,3.5,3,0.25,20.01
"523",0.64,784,343,220.5,3.5,4,0.25,20.19
"524",0.64,784,343,220.5,3.5,5,0.25,20.29
"525",0.62,808.5,367.5,220.5,3.5,2,0.25,15.19
"526",0.62,808.5,367.5,220.5,3.5,3,0.25,14.61
"527",0.62,808.5,367.5,220.5,3.5,4,0.25,14.61
"528",0.62,808.5,367.5,220.5,3.5,5,0.25,14.75
"529",0.98,514.5,294,110.25,7,2,0.4,33.37
"530",0.98,514.5,294,110.25,7,3,0.4,33.34
"531",0.98,514.5,294,110.25,7,4,0.4,32.83
"532",0.98,514.5,294,110.25,7,5,0.4,33.04
"533",0.9,563.5,318.5,122.5,7,2,0.4,39.28
"534",0.9,563.5,318.5,122.5,7,3,0.4,36.38
"535",0.9,563.5,318.5,122.5,7,4,0.4,35.92
"536",0.9,563.5,318.5,122.5,7,5,0.4,40.99
"537",0.86,588,294,147,7,2,0.4,35.99
"538",0.86,588,294,147,7,3,0.4,30.66
"539",0.86,588,294,147,7,4,0.4,31.7
"540",0.86,588,294,147,7,5,0.4,36.73
"541",0.82,612.5,318.5,147,7,2,0.4,31.71
"542",0.82,612.5,318.5,147,7,3,0.4,29.13
"543",0.82,612.5,318.5,147,7,4,0.4,28.99
"544",0.82,612.5,318.5,147,7,5,0.4,33.54
"545",0.79,637,343,147,7,2,0.4,45.29
"546",0.79,637,343,147,7,3,0.4,39.07
"547",0.79,637,343,147,7,4,0.4,38.35
"548",0.79,637,343,147,7,5,0.4,46.94
"549",0.76,661.5,416.5,122.5,7,2,0.4,39.55
"550",0.76,661.5,416.5,122.5,7,3,0.4,40.85
"551",0.76,661.5,416.5,122.5,7,4,0.4,40.63
"552",0.76,661.5,416.5,122.5,7,5,0.4,39.48
"553",0.74,686,245,220.5,3.5,2,0.4,16.94
"554",0.74,686,245,220.5,3.5,3,0.4,17.25
"555",0.74,686,245,220.5,3.5,4,0.4,17.03
"556",0.74,686,245,220.5,3.5,5,0.4,17.25
"557",0.71,710.5,269.5,220.5,3.5,2,0.4,17.1
"558",0.71,710.5,269.5,220.5,3.5,3,0.4,17.51
"559",0.71,710.5,269.5,220.5,3.5,4,0.4,17.12
"560",0.71,710.5,269.5,220.5,3.5,5,0.4,17.47
"561",0.69,735,294,220.5,3.5,2,0.4,16.5
"562",0.69,735,294,220.5,3.5,3,0.4,17
"563",0.69,735,294,220.5,3.5,4,0.4,16.87
"564",0.69,735,294,220.5,3.5,5,0.4,17.2
"565",0.66,759.5,318.5,220.5,3.5,2,0.4,18.14
"566",0.66,759.5,318.5,220.5,3.5,3,0.4,18.03
"567",0.66,759.5,318.5,220.5,3.5,4,0.4,18.14
"568",0.66,759.5,318.5,220.5,3.5,5,0.4,17.95
"569",0.64,784,343,220.5,3.5,2,0.4,22.72
"570",0.64,784,343,220.5,3.5,3,0.4,22.73
"571",0.64,784,343,220.5,3.5,4,0.4,22.72
"572",0.64,784,343,220.5,3.5,5,0.4,22.53
"573",0.62,808.5,367.5,220.5,3.5,2,0.4,17.2
"574",0.62,808.5,367.5,220.5,3.5,3,0.4,17.21
"575",0.62,808.5,367.5,220.5,3.5,4,0.4,17.15
"576",0.62,808.5,367.5,220.5,3.5,5,0.4,17.2
"577",0.98,514.5,294,110.25,7,2,0.4,32.96
"578",0.98,514.5,294,110.25,7,3,0.4,33.13
"579",0.98,514.5,294,110.25,7,4,0.4,33.94
"580",0.98,514.5,294,110.25,7,5,0.4,33.78
"581",0.9,563.5,318.5,122.5,7,2,0.4,38.35
"582",0.9,563.5,318.5,122.5,7,3,0.4,35.39
"583",0.9,563.5,318.5,122.5,7,4,0.4,34.94
"584",0.9,563.5,318.5,122.5,7,5,0.4,40.66
"585",0.86,588,294,147,7,2,0.4,35.48
"586",0.86,588,294,147,7,3,0.4,30.53
"587",0.86,588,294,147,7,4,0.4,32.28
"588",0.86,588,294,147,7,5,0.4,36.86
"589",0.82,612.5,318.5,147,7,2,0.4,30.34
"590",0.82,612.5,318.5,147,7,3,0.4,27.93
"591",0.82,612.5,318.5,147,7,4,0.4,28.95
"592",0.82,612.5,318.5,147,7,5,0.4,32.92
"593",0.79,637,343,147,7,2,0.4,45.59
"594",0.79,637,343,147,7,3,0.4,39.41
"595",0.79,637,343,147,7,4,0.4,38.84
"596",0.79,637,343,147,7,5,0.4,48.03
"597",0.76,661.5,416.5,122.5,7,2,0.4,39.48
"598",0.76,661.5,416.5,122.5,7,3,0.4,40.4
"599",0.76,661.5,416.5,122.5,7,4,0.4,40.47
"600",0.76,661.5,416.5,122.5,7,5,0.4,39.7
"601",0.74,686,245,220.5,3.5,2,0.4,16.43
"602",0.74,686,245,220.5,3.5,3,0.4,16.93
"603",0.74,686,245,220.5,3.5,4,0.4,16.99
"604",0.74,686,245,220.5,3.5,5,0.4,17.03
"605",0.71,710.5,269.5,220.5,3.5,2,0.4,16.77
"606",0.71,710.5,269.5,220.5,3.5,3,0.4,17.37
"607",0.71,710.5,269.5,220.5,3.5,4,0.4,17.27
"608",0.71,710.5,269.5,220.5,3.5,5,0.4,17.51
"609",0.69,735,294,220.5,3.5,2,0.4,16.44
"610",0.69,735,294,220.5,3.5,3,0.4,17.01
"611",0.69,735,294,220.5,3.5,4,0.4,17.23
"612",0.69,735,294,220.5,3.5,5,0.4,17.22
"613",0.66,759.5,318.5,220.5,3.5,2,0.4,17.85
"614",0.66,759.5,318.5,220.5,3.5,3,0.4,17.89
"615",0.66,759.5,318.5,220.5,3.5,4,0.4,18.36
"616",0.66,759.5,318.5,220.5,3.5,5,0.4,18.15
"617",0.64,784,343,220.5,3.5,2,0.4,21.72
"618",0.64,784,343,220.5,3.5,3,0.4,22.07
"619",0.64,784,343,220.5,3.5,4,0.4,22.09
"620",0.64,784,343,220.5,3.5,5,0.4,21.93
"621",0.62,808.5,367.5,220.5,3.5,2,0.4,17.36
"622",0.62,808.5,367.5,220.5,3.5,3,0.4,17.38
"623",0.62,808.5,367.5,220.5,3.5,4,0.4,16.86
"624",0.62,808.5,367.5,220.5,3.5,5,0.4,16.99
"625",0.98,514.5,294,110.25,7,2,0.4,32.78
"626",0.98,514.5,294,110.25,7,3,0.4,33.24
"627",0.98,514.5,294,110.25,7,4,0.4,33.86
"628",0.98,514.5,294,110.25,7,5,0.4,34
"629",0.9,563.5,318.5,122.5,7,2,0.4,37.26
"630",0.9,563.5,318.5,122.5,7,3,0.4,35.04
"631",0.9,563.5,318.5,122.5,7,4,0.4,33.82
"632",0.9,563.5,318.5,122.5,7,5,0.4,33.31
"633",0.86,588,294,147,7,2,0.4,35.22
"634",0.86,588,294,147,7,3,0.4,34.7
"635",0.86,588,294,147,7,4,0.4,30.11
"636",0.86,588,294,147,7,5,0.4,31.6
"637",0.82,612.5,318.5,147,7,2,0.4,32.43
"638",0.82,612.5,318.5,147,7,3,0.4,30.65
"639",0.82,612.5,318.5,147,7,4,0.4,29.77
"640",0.82,612.5,318.5,147,7,5,0.4,29.64
"641",0.79,637,343,147,7,2,0.4,46.44
"642",0.79,637,343,147,7,3,0.4,44.18
"643",0.79,637,343,147,7,4,0.4,38.81
"644",0.79,637,343,147,7,5,0.4,38.23
"645",0.76,661.5,416.5,122.5,7,2,0.4,38.17
"646",0.76,661.5,416.5,122.5,7,3,0.4,38.48
"647",0.76,661.5,416.5,122.5,7,4,0.4,39.66
"648",0.76,661.5,416.5,122.5,7,5,0.4,40.1
"649",0.74,686,245,220.5,3.5,2,0.4,16.08
"650",0.74,686,245,220.5,3.5,3,0.4,15.39
"651",0.74,686,245,220.5,3.5,4,0.4,16.57
"652",0.74,686,245,220.5,3.5,5,0.4,16.6
"653",0.71,710.5,269.5,220.5,3.5,2,0.4,16.11
"654",0.71,710.5,269.5,220.5,3.5,3,0.4,15.47
"655",0.71,710.5,269.5,220.5,3.5,4,0.4,16.7
"656",0.71,710.5,269.5,220.5,3.5,5,0.4,16.1
"657",0.69,735,294,220.5,3.5,2,0.4,16.35
"658",0.69,735,294,220.5,3.5,3,0.4,15.84
"659",0.69,735,294,220.5,3.5,4,0.4,16.99
"660",0.69,735,294,220.5,3.5,5,0.4,17.02
"661",0.66,759.5,318.5,220.5,3.5,2,0.4,17.04
"662",0.66,759.5,318.5,220.5,3.5,3,0.4,17.63
"663",0.66,759.5,318.5,220.5,3.5,4,0.4,18.1
"664",0.66,759.5,318.5,220.5,3.5,5,0.4,18.22
"665",0.64,784,343,220.5,3.5,2,0.4,20.78
"666",0.64,784,343,220.5,3.5,3,0.4,20.72
"667",0.64,784,343,220.5,3.5,4,0.4,21.54
"668",0.64,784,343,220.5,3.5,5,0.4,21.53
"669",0.62,808.5,367.5,220.5,3.5,2,0.4,16.9
"670",0.62,808.5,367.5,220.5,3.5,3,0.4,17.14
"671",0.62,808.5,367.5,220.5,3.5,4,0.4,16.56
"672",0.62,808.5,367.5,220.5,3.5,5,0.4,16
"673",0.98,514.5,294,110.25,7,2,0.4,32.95
"674",0.98,514.5,294,110.25,7,3,0.4,33.06
"675",0.98,514.5,294,110.25,7,4,0.4,33.95
"676",0.98,514.5,294,110.25,7,5,0.4,33.88
"677",0.9,563.5,318.5,122.5,7,2,0.4,33.98
"678",0.9,563.5,318.5,122.5,7,3,0.4,39.92
"679",0.9,563.5,318.5,122.5,7,4,0.4,39.22
"680",0.9,563.5,318.5,122.5,7,5,0.4,36.1
"681",0.86,588,294,147,7,2,0.4,31.53
"682",0.86,588,294,147,7,3,0.4,36.2
"683",0.86,588,294,147,7,4,0.4,36.21
"684",0.86,588,294,147,7,5,0.4,31
"685",0.82,612.5,318.5,147,7,2,0.4,28.2
"686",0.82,612.5,318.5,147,7,3,0.4,32.35
"687",0.82,612.5,318.5,147,7,4,0.4,31.14
"688",0.82,612.5,318.5,147,7,5,0.4,28.43
"689",0.79,637,343,147,7,2,0.4,38.33
"690",0.79,637,343,147,7,3,0.4,47.59
"691",0.79,637,343,147,7,4,0.4,46.23
"692",0.79,637,343,147,7,5,0.4,39.56
"693",0.76,661.5,416.5,122.5,7,2,0.4,40.36
"694",0.76,661.5,416.5,122.5,7,3,0.4,39.67
"695",0.76,661.5,416.5,122.5,7,4,0.4,39.85
"696",0.76,661.5,416.5,122.5,7,5,0.4,40.77
"697",0.74,686,245,220.5,3.5,2,0.4,16.61
"698",0.74,686,245,220.5,3.5,3,0.4,16.74
"699",0.74,686,245,220.5,3.5,4,0.4,16.9
"700",0.74,686,245,220.5,3.5,5,0.4,17.32
"701",0.71,710.5,269.5,220.5,3.5,2,0.4,16.85
"702",0.71,710.5,269.5,220.5,3.5,3,0.4,17.2
"703",0.71,710.5,269.5,220.5,3.5,4,0.4,17.23
"704",0.71,710.5,269.5,220.5,3.5,5,0.4,17.74
"705",0.69,735,294,220.5,3.5,2,0.4,16.81
"706",0.69,735,294,220.5,3.5,3,0.4,16.88
"707",0.69,735,294,220.5,3.5,4,0.4,16.9
"708",0.69,735,294,220.5,3.5,5,0.4,17.39
"709",0.66,759.5,318.5,220.5,3.5,2,0.4,17.86
"710",0.66,759.5,318.5,220.5,3.5,3,0.4,17.82
"711",0.66,759.5,318.5,220.5,3.5,4,0.4,18.36
"712",0.66,759.5,318.5,220.5,3.5,5,0.4,18.24
"713",0.64,784,343,220.5,3.5,2,0.4,21.68
"714",0.64,784,343,220.5,3.5,3,0.4,21.54
"715",0.64,784,343,220.5,3.5,4,0.4,22.25
"716",0.64,784,343,220.5,3.5,5,0.4,22.49
"717",0.62,808.5,367.5,220.5,3.5,2,0.4,17.1
"718",0.62,808.5,367.5,220.5,3.5,3,0.4,16.79
"719",0.62,808.5,367.5,220.5,3.5,4,0.4,16.58
"720",0.62,808.5,367.5,220.5,3.5,5,0.4,16.79
"721",0.98,514.5,294,110.25,7,2,0.4,32.88
"722",0.98,514.5,294,110.25,7,3,0.4,33.23
"723",0.98,514.5,294,110.25,7,4,0.4,33.76
"724",0.98,514.5,294,110.25,7,5,0.4,34.01
"725",0.9,563.5,318.5,122.5,7,2,0.4,33.94
"726",0.9,563.5,318.5,122.5,7,3,0.4,33.14
"727",0.9,563.5,318.5,122.5,7,4,0.4,38.79
"728",0.9,563.5,318.5,122.5,7,5,0.4,37.27
"729",0.86,588,294,147,7,2,0.4,29.69
"730",0.86,588,294,147,7,3,0.4,31.2
"731",0.86,588,294,147,7,4,0.4,36.26
"732",0.86,588,294,147,7,5,0.4,35.71
"733",0.82,612.5,318.5,147,7,2,0.4,29.93
"734",0.82,612.5,318.5,147,7,3,0.4,29.56
"735",0.82,612.5,318.5,147,7,4,0.4,33.84
"736",0.82,612.5,318.5,147,7,5,0.4,32.54
"737",0.79,637,343,147,7,2,0.4,38.56
"738",0.79,637,343,147,7,3,0.4,37.7
"739",0.79,637,343,147,7,4,0.4,47.01
"740",0.79,637,343,147,7,5,0.4,44.87
"741",0.76,661.5,416.5,122.5,7,2,0.4,39.37
"742",0.76,661.5,416.5,122.5,7,3,0.4,39.8
"743",0.76,661.5,416.5,122.5,7,4,0.4,37.79
"744",0.76,661.5,416.5,122.5,7,5,0.4,38.18
"745",0.74,686,245,220.5,3.5,2,0.4,16.69
"746",0.74,686,245,220.5,3.5,3,0.4,16.62
"747",0.74,686,245,220.5,3.5,4,0.4,16.94
"748",0.74,686,245,220.5,3.5,5,0.4,16.7
"749",0.71,710.5,269.5,220.5,3.5,2,0.4,15.59
"750",0.71,710.5,269.5,220.5,3.5,3,0.4,14.58
"751",0.71,710.5,269.5,220.5,3.5,4,0.4,15.33
"752",0.71,710.5,269.5,220.5,3.5,5,0.4,15.31
"753",0.69,735,294,220.5,3.5,2,0.4,16.63
"754",0.69,735,294,220.5,3.5,3,0.4,15.87
"755",0.69,735,294,220.5,3.5,4,0.4,16.54
"756",0.69,735,294,220.5,3.5,5,0.4,16.74
"757",0.66,759.5,318.5,220.5,3.5,2,0.4,17.64
"758",0.66,759.5,318.5,220.5,3.5,3,0.4,17.79
"759",0.66,759.5,318.5,220.5,3.5,4,0.4,17.55
"760",0.66,759.5,318.5,220.5,3.5,5,0.4,18.06
"761",0.64,784,343,220.5,3.5,2,0.4,20.82
"762",0.64,784,343,220.5,3.5,3,0.4,20.21
"763",0.64,784,343,220.5,3.5,4,0.4,20.71
"764",0.64,784,343,220.5,3.5,5,0.4,21.4
"765",0.62,808.5,367.5,220.5,3.5,2,0.4,16.88
"766",0.62,808.5,367.5,220.5,3.5,3,0.4,17.11
"767",0.62,808.5,367.5,220.5,3.5,4,0.4,16.61
"768",0.62,808.5,367.5,220.5,3.5,5,0.4,16.03
