ride_id,travel_date,travel_time,travel_from,car_type,max_capacity,Count
8031,2017-12-23,07:09,Homa Bay,Bus,49,33
8032,2017-12-23,07:08,Migori,Bus,49,14
8033,2018-02-13,10:30,Kisii,shuttle,11,1
8034,2018-02-13,10:20,Kisii,shuttle,11,11
8035,2018-02-13,07:05,Kisii,Bus,49,2
8036,2017-12-23,07:14,Rongo,Bus,49,5
8037,2017-12-23,07:12,Migori,Bus,49,39
8038,2017-12-23,07:13,Migori,Bus,49,10
8039,2018-02-13,10:10,Kisii,shuttle,11,11
8041,2017-12-23,19:03,Kijauri,Bus,49,2
8042,2017-12-23,07:07,Kijauri,Bus,49,1
8043,2017-12-23,07:05,Rongo,Bus,49,2
8044,2017-12-23,06:30,Kijauri,shuttle,11,4
8045,2017-12-23,07:04,Keroka,Bus,49,3
8046,2017-12-23,07:04,Kijauri,Bus,49,1
8047,2017-12-23,07:04,Homa Bay,Bus,49,11
8048,2017-12-23,06:10,Kijauri,shuttle,11,2
8049,2017-12-23,07:15,Migori,Bus,49,7
8050,2017-12-23,07:06,Kijauri,Bus,49,2
8051,2017-12-23,05:40,Kijauri,shuttle,11,1
8052,2017-12-23,05:30,Keroka,shuttle,11,3
8053,2017-12-23,07:06,Keroka,Bus,49,1
8054,2017-12-23,05:20,Kijauri,shuttle,11,2
8056,2018-02-13,10:00,Kisii,shuttle,11,10
8060,2018-02-13,09:50,Kisii,shuttle,11,11
8061,2017-12-24,07:09,Homa Bay,Bus,49,18
8062,2017-12-24,07:14,Rongo,Bus,49,2
8063,2018-02-13,09:40,Kisii,shuttle,11,6
8064,2018-02-13,05:00,Kisii,shuttle,11,2
8065,2017-12-24,07:06,Kijauri,Bus,49,1
8066,2018-02-13,09:30,Kisii,shuttle,11,10
8067,2017-12-24,07:04,Rongo,Bus,49,4
8068,2017-12-24,07:04,Homa Bay,Bus,49,14
8069,2017-12-24,07:05,Rongo,Bus,49,3
8073,2018-02-13,09:20,Kisii,shuttle,11,11
8076,2018-02-13,09:10,Kisii,shuttle,11,11
8079,2017-12-26,07:06,Keroka,Bus,49,1
8080,2017-12-26,08:40,Keroka,shuttle,11,1
8081,2017-12-26,05:40,Kijauri,shuttle,11,1
8082,2017-12-26,07:06,Kijauri,Bus,49,2
8083,2017-12-26,07:04,Rongo,Bus,49,1
8084,2017-12-26,07:08,Rongo,Bus,49,2
8085,2017-12-26,06:30,Kijauri,shuttle,11,1
8087,2017-12-27,07:09,Homa Bay,Bus,49,30
8088,2018-02-13,09:00,Kisii,shuttle,11,6
8089,2017-12-27,07:15,Migori,Bus,49,48
8090,2017-12-27,07:08,Migori,Bus,49,49
8091,2018-02-13,08:50,Kisii,shuttle,11,8
8092,2017-12-27,07:04,Keroka,Bus,49,1
8093,2017-12-27,07:00,Migori,Bus,49,47
8094,2017-12-27,07:12,Migori,Bus,49,47
8095,2017-12-27,07:13,Migori,Bus,49,47
8096,2017-12-27,07:04,Homa Bay,Bus,49,8
8097,2017-12-27,07:06,Kijauri,Bus,49,1
8098,2017-12-27,07:09,Rongo,Bus,49,2
8099,2017-12-27,07:04,Rongo,Bus,49,2
8100,2017-12-27,05:40,Kijauri,shuttle,11,1
8101,2017-12-27,07:05,Rongo,Bus,49,7
8102,2017-12-27,19:05,Kijauri,Bus,49,1
8103,2017-12-27,07:07,Kijauri,Bus,49,2
8105,2018-02-13,08:40,Kisii,shuttle,11,10
8106,2018-02-13,08:30,Kisii,shuttle,11,9
8109,2018-02-13,08:20,Kisii,shuttle,11,11
8112,2017-12-28,07:09,Homa Bay,Bus,49,26
8113,2017-12-28,07:08,Migori,Bus,49,24
8114,2017-12-28,07:15,Migori,Bus,49,31
8115,2017-12-28,07:12,Migori,Bus,49,19
8116,2017-12-28,07:04,Keroka,Bus,49,2
8117,2018-02-13,08:10,Kisii,shuttle,11,9
8118,2018-02-13,08:00,Kisii,shuttle,11,11
8119,2018-02-13,07:50,Kisii,shuttle,11,10
8120,2017-12-28,07:04,Rongo,Bus,49,2
8121,2018-02-13,07:40,Kisii,shuttle,11,11
8122,2018-02-13,07:30,Kisii,shuttle,11,11
8123,2018-02-13,07:20,Kisii,shuttle,11,10
8124,2018-02-13,07:00,Kisii,shuttle,11,12
8125,2018-02-13,07:09,Kisii,Bus,49,11
8125,2018-02-13,07:09,Kisii,shuttle,11,7
8126,2018-02-13,06:50,Kisii,shuttle,11,10
8127,2018-02-13,06:40,Kisii,shuttle,11,9
8128,2018-02-13,06:30,Kisii,shuttle,11,9
8129,2018-02-13,06:20,Kisii,shuttle,11,11
8130,2017-12-28,07:05,Rongo,Bus,49,1
8131,2018-02-13,06:00,Kisii,shuttle,11,1
8132,2018-02-13,06:10,Kisii,shuttle,11,6
8133,2017-12-28,19:03,Kijauri,Bus,49,1
8136,2017-12-28,07:04,Homa Bay,Bus,49,33
8137,2017-12-28,07:10,Homa Bay,Bus,49,2
8138,2017-12-28,07:00,Migori,Bus,49,3
8148,2017-12-29,07:12,Migori,Bus,49,18
8149,2017-12-29,07:08,Migori,Bus,49,26
8150,2017-12-29,07:04,Rongo,Bus,49,2
8151,2017-12-29,07:09,Homa Bay,Bus,49,22
8153,2018-02-12,07:06,Kisii,Bus,49,9
8154,2018-02-12,10:51,Kisii,shuttle,11,9
8155,2018-02-12,10:50,Kisii,shuttle,11,6
8156,2018-02-12,10:40,Kisii,shuttle,11,4
8157,2018-02-12,10:30,Kisii,shuttle,11,11
8158,2018-02-12,10:20,Kisii,shuttle,11,7
8159,2018-02-12,10:10,Kisii,shuttle,11,10
8160,2018-02-12,10:00,Kisii,shuttle,11,10
8161,2018-02-12,09:50,Kisii,shuttle,11,10
8162,2018-02-12,09:20,Kisii,shuttle,11,6
8163,2018-02-12,09:40,Kisii,shuttle,11,11
8164,2018-02-12,09:10,Kisii,shuttle,11,7
8165,2017-12-29,07:15,Migori,Bus,49,26
8166,2017-12-29,07:09,Rongo,Bus,49,2
8167,2018-02-12,09:30,Kisii,shuttle,11,7
8168,2018-02-12,09:00,Kisii,shuttle,11,11
8169,2018-02-12,08:00,Kisii,shuttle,11,10
8170,2018-02-12,08:50,Kisii,shuttle,11,8
8171,2018-02-12,08:40,Kisii,shuttle,11,7
8172,2017-12-29,07:05,Rongo,Bus,49,1
8173,2018-02-12,08:30,Kisii,shuttle,11,11
8174,2018-02-12,08:20,Kisii,shuttle,11,11
8175,2017-12-29,07:04,Homa Bay,Bus,49,27
8176,2017-12-29,07:07,Kijauri,Bus,49,1
8178,2017-12-29,07:06,Keroka,Bus,49,1
8180,2017-12-29,07:00,Migori,Bus,49,1
8187,2018-02-12,08:10,Kisii,shuttle,11,10
8188,2017-12-29,07:08,Kijauri,Bus,49,1
8189,2017-12-30,07:09,Homa Bay,Bus,49,30
8190,2017-12-30,07:08,Migori,Bus,49,24
8191,2017-12-30,07:13,Migori,Bus,49,17
8192,2017-12-30,10:54,Kijauri,shuttle,11,1
8193,2017-12-30,07:12,Migori,Bus,49,11
8194,2017-12-30,07:00,Migori,Bus,49,1
8195,2017-12-30,07:04,Rongo,Bus,49,4
8196,2017-12-30,07:15,Migori,Bus,49,26
8197,2017-12-30,07:06,Kijauri,Bus,49,5
8198,2017-12-30,07:07,Kijauri,Bus,49,4
8199,2017-12-30,06:30,Kijauri,shuttle,11,1
8200,2017-12-30,07:09,Rongo,Bus,49,4
8201,2017-12-30,07:05,Rongo,Bus,49,1
8202,2017-12-30,07:04,Homa Bay,Bus,49,31
8203,2017-12-30,06:10,Kijauri,shuttle,11,3
8204,2018-02-12,07:00,Kisii,shuttle,11,5
8206,2018-02-12,07:07,Kisii,Bus,49,13
8210,2017-12-30,05:00,Kijauri,shuttle,11,1
8211,2017-12-31,07:05,Rongo,Bus,49,11
8212,2017-12-31,07:12,Migori,Bus,49,7
8213,2017-12-31,07:00,Migori,Bus,49,9
8214,2017-12-31,07:15,Migori,Bus,49,7
8215,2017-12-31,07:09,Homa Bay,Bus,49,9
8216,2017-12-31,07:13,Migori,Bus,49,11
8217,2018-02-12,07:50,Kisii,shuttle,11,9
8218,2018-02-12,07:30,Kisii,shuttle,11,9
8219,2017-12-31,07:04,Keroka,Bus,49,2
8220,2017-12-31,07:08,Migori,Bus,49,26
8221,2017-12-31,07:09,Rongo,Bus,49,4
8222,2017-12-31,05:00,Kijauri,shuttle,11,1
8223,2017-12-31,07:14,Rongo,Bus,49,2
8224,2017-12-31,07:04,Homa Bay,Bus,49,32
8225,2017-12-31,07:04,Rongo,Bus,49,3
8230,2018-02-12,07:40,Kisii,shuttle,11,7
8232,2018-01-01,07:12,Migori,Bus,49,2
8233,2018-01-01,07:15,Migori,Bus,49,2
8234,2018-01-01,07:08,Migori,Bus,49,6
8235,2018-01-01,07:05,Rongo,Bus,49,5
8236,2018-01-01,07:08,Rongo,Bus,49,1
8237,2018-01-01,07:09,Rongo,Bus,49,4
8238,2018-01-01,07:04,Homa Bay,Bus,49,23
8239,2018-01-01,06:40,Keroka,shuttle,11,1
8240,2018-01-01,07:09,Homa Bay,Bus,49,5
8243,2018-02-12,07:20,Kisii,shuttle,11,6
8244,2018-02-12,07:09,Kisii,shuttle,11,8
8245,2018-01-02,07:08,Migori,Bus,49,10
8246,2018-01-02,07:15,Migori,Bus,49,4
8247,2018-01-02,07:12,Migori,Bus,49,3
8248,2018-01-02,07:04,Homa Bay,Bus,49,10
8249,2018-01-02,07:09,Homa Bay,Bus,49,2
8252,2018-02-12,05:40,Kisii,shuttle,11,1
8254,2018-02-12,05:00,Kisii,shuttle,11,1
8259,2018-01-03,07:08,Migori,Bus,49,4
8261,2018-01-03,07:15,Migori,Bus,49,12
8264,2018-02-11,07:06,Kisii,Bus,49,8
8265,2018-01-03,07:04,Rongo,Bus,49,3
8266,2018-01-03,07:05,Rongo,Bus,49,7
8267,2018-02-11,06:40,Kisii,shuttle,11,1
8268,2018-02-11,06:30,Kisii,shuttle,11,9
8269,2018-02-11,11:06,Kisii,shuttle,11,3
8270,2018-02-11,11:05,Kisii,shuttle,11,8
8271,2018-02-11,11:04,Kisii,shuttle,11,10
8272,2018-02-11,11:03,Kisii,shuttle,11,8
8273,2018-02-11,11:02,Kisii,shuttle,11,8
8274,2018-02-11,11:01,Kisii,shuttle,11,9
8275,2018-02-11,11:00,Kisii,shuttle,11,10
8276,2018-02-11,10:59,Kisii,shuttle,11,9
8277,2018-01-03,07:14,Rongo,Bus,49,2
8278,2018-02-11,10:58,Kisii,shuttle,11,11
8279,2018-02-11,10:57,Kisii,shuttle,11,7
8280,2018-01-03,07:04,Homa Bay,Bus,49,26
8281,2018-01-03,07:09,Rongo,Bus,49,2
8286,2018-02-11,10:56,Kisii,shuttle,11,11
8287,2018-02-11,10:55,Kisii,shuttle,11,11
8288,2018-02-11,10:54,Kisii,shuttle,11,3
8289,2018-02-11,19:04,Kisii,Bus,49,23
8290,2018-02-11,10:50,Kisii,shuttle,11,2
8291,2018-02-11,10:51,Kisii,shuttle,11,1
8292,2018-02-11,10:30,Kisii,shuttle,11,3
8293,2018-01-04,07:15,Migori,Bus,49,14
8294,2018-01-04,07:08,Migori,Bus,49,11
8295,2018-01-04,07:09,Rongo,Bus,49,3
8296,2018-02-11,10:40,Kisii,shuttle,11,4
8297,2018-02-11,10:20,Kisii,shuttle,11,5
8298,2018-02-11,10:00,Kisii,shuttle,11,5
8299,2018-02-11,10:10,Kisii,shuttle,11,4
8300,2018-02-11,09:50,Kisii,shuttle,11,7
8301,2018-02-11,09:40,Kisii,shuttle,11,11
8302,2018-02-11,09:30,Kisii,shuttle,11,6
8303,2018-01-04,09:20,Kijauri,shuttle,11,1
8304,2018-01-04,07:04,Rongo,Bus,49,3
8305,2018-01-04,07:05,Rongo,Bus,49,3
8306,2018-01-04,07:04,Homa Bay,Bus,49,30
8307,2018-01-04,07:00,Migori,Bus,49,1
8308,2018-01-04,07:13,Migori,Bus,49,3
8309,2018-01-04,07:12,Migori,Bus,49,1
8312,2018-02-11,09:20,Kisii,shuttle,11,7
8313,2018-02-11,09:10,Kisii,shuttle,11,4
8315,2018-02-11,09:00,Kisii,shuttle,11,8
8316,2018-02-11,08:40,Kisii,shuttle,11,9
8317,2018-02-11,08:50,Kisii,shuttle,11,8
8318,2018-02-11,08:30,Kisii,shuttle,11,10
8319,2018-01-05,07:15,Migori,Bus,49,13
8320,2018-02-11,08:20,Kisii,shuttle,11,7
8321,2018-02-11,07:10,Kisii,Bus,49,11
8322,2018-01-05,07:05,Rongo,Bus,49,6
8323,2018-01-05,07:08,Migori,Bus,49,8
8324,2018-01-05,07:04,Homa Bay,Bus,49,30
8325,2018-02-11,08:10,Kisii,shuttle,11,9
8326,2018-01-05,07:11,Rongo,Bus,49,1
8327,2018-01-05,07:10,Rongo,Bus,49,3
8328,2018-01-05,07:04,Rongo,Bus,49,2
8329,2018-01-05,07:09,Rongo,Bus,49,1
8334,2018-02-11,08:00,Kisii,shuttle,11,10
8335,2018-02-11,19:03,Kisii,Bus,49,10
8336,2018-02-11,07:50,Kisii,shuttle,11,4
8337,2018-02-11,07:40,Kisii,shuttle,11,9
8338,2018-02-11,07:30,Kisii,shuttle,11,9
8339,2018-02-11,07:07,Kisii,Bus,49,1
8340,2018-01-06,07:00,Sirare,Bus,49,48
8341,2018-01-06,07:15,Migori,Bus,49,16
8342,2018-01-06,07:08,Rongo,Bus,49,2
8343,2018-01-06,07:08,Migori,Bus,49,9
8344,2018-01-06,07:04,Homa Bay,Bus,49,19
8345,2018-01-06,07:10,Rongo,Bus,49,4
8346,2018-01-06,07:04,Rongo,Bus,49,2
8347,2018-01-06,07:06,Kijauri,Bus,49,1
8348,2018-01-06,07:05,Rongo,Bus,49,6
8349,2018-02-11,05:00,Kisii,shuttle,11,1
8351,2018-01-06,07:09,Rongo,Bus,49,2
8358,2018-02-10,07:06,Kisii,Bus,49,3
8359,2018-02-10,05:30,Kisii,shuttle,11,1
8360,2018-02-10,05:10,Kisii,shuttle,11,1
8361,2018-02-10,05:00,Kisii,shuttle,11,1
8369,2018-02-09,07:06,Kisii,Bus,49,23
8370,2018-01-07,07:04,Keroka,Bus,49,1
8371,2018-01-07,07:05,Nyachenge,Bus,49,2
8372,2018-01-07,07:08,Kehancha,Bus,49,11
8373,2018-01-07,07:04,Homa Bay,Bus,49,33
8374,2018-02-09,09:00,Kisii,shuttle,11,11
8375,2018-02-09,07:01,Kisii,Bus,49,2
8376,2018-02-09,10:56,Kisii,shuttle,11,9
8377,2018-02-09,10:55,Kisii,shuttle,11,11
8378,2018-01-07,07:08,Migori,Bus,49,4
8379,2018-01-07,07:15,Migori,Bus,49,12
8380,2018-01-07,07:15,Awendo,Bus,49,1
8381,2018-01-07,07:08,Awendo,Bus,49,7
8382,2018-01-07,07:00,Sirare,Bus,49,15
8383,2018-01-07,07:04,Rongo,Bus,49,4
8384,2018-01-07,07:05,Rongo,Bus,49,6
8385,2018-01-07,07:09,Rongo,Bus,49,2
8386,2018-01-07,07:10,Rongo,Bus,49,1
8391,2018-02-09,10:54,Kisii,shuttle,11,10
8392,2018-02-09,10:53,Kisii,shuttle,11,10
8393,2018-02-09,10:52,Kisii,shuttle,11,10
8394,2018-02-09,10:51,Kisii,shuttle,11,11
8395,2018-02-09,10:50,Kisii,shuttle,11,10
8396,2018-02-09,10:40,Kisii,shuttle,11,10
8397,2018-01-08,07:08,Awendo,Bus,49,5
8398,2018-01-08,07:08,Kehancha,Bus,49,4
8399,2018-02-09,10:30,Kisii,shuttle,11,10
8400,2018-01-08,07:00,Sirare,Bus,49,42
8401,2018-02-09,10:20,Kisii,shuttle,11,10
8402,2018-02-09,10:10,Kisii,shuttle,11,6
8403,2018-02-09,07:04,Kisii,Bus,49,4
8404,2018-01-08,07:05,Rongo,Bus,49,7
8405,2018-01-08,07:04,Homa Bay,Bus,49,31
8406,2018-01-08,07:15,Migori,Bus,49,28
8407,2018-02-09,10:00,Kisii,shuttle,11,10
8408,2018-01-08,07:05,Nyachenge,Bus,49,4
8409,2018-01-08,07:15,Awendo,Bus,49,3
8410,2018-01-08,07:04,Rongo,Bus,49,4
8411,2018-01-08,07:08,Migori,Bus,49,6
8412,2018-01-08,07:09,Rongo,Bus,49,2
8413,2018-01-08,07:10,Rongo,Bus,49,2
8418,2018-02-09,09:50,Kisii,shuttle,11,9
8419,2018-02-09,09:40,Kisii,shuttle,11,9
8420,2018-02-09,09:30,Kisii,shuttle,11,9
8421,2018-02-09,09:20,Kisii,shuttle,11,9
8422,2018-02-09,09:10,Kisii,shuttle,11,10
8423,2018-02-09,08:50,Kisii,shuttle,11,11
8424,2018-01-09,07:15,Migori,Bus,49,15
8425,2018-02-09,08:40,Kisii,shuttle,11,11
8426,2018-02-09,07:05,Kisii,Bus,49,1
8427,2018-02-09,08:30,Kisii,shuttle,11,11
8428,2018-02-09,08:20,Kisii,shuttle,11,10
8429,2018-02-09,08:10,Kisii,shuttle,11,11
8430,2018-02-09,08:00,Kisii,shuttle,11,9
8431,2018-02-09,07:50,Kisii,shuttle,11,11
8432,2018-02-09,07:40,Kisii,shuttle,11,10
8433,2018-02-09,07:30,Kisii,shuttle,11,9
8434,2018-02-09,19:04,Kisii,Bus,49,13
8435,2018-02-09,07:20,Kisii,shuttle,11,5
8436,2018-02-09,07:09,Kisii,shuttle,11,10
8437,2018-01-09,07:04,Rongo,Bus,49,3
8438,2018-02-09,07:00,Kisii,shuttle,11,9
8439,2018-02-09,19:03,Kisii,Bus,49,9
8440,2018-01-09,07:09,Rongo,Bus,49,2
8441,2018-02-09,06:50,Kisii,shuttle,11,10
8442,2018-02-09,06:40,Kisii,shuttle,11,8
8443,2018-02-09,06:30,Kisii,shuttle,11,6
8444,2018-02-09,07:07,Kisii,Bus,49,12
8445,2018-02-09,05:30,Kisii,shuttle,11,1
8446,2018-02-09,05:00,Kisii,shuttle,11,1
8449,2018-01-09,07:15,Awendo,Bus,49,1
8451,2018-01-09,07:04,Homa Bay,Bus,49,30
8452,2018-01-09,07:13,Kehancha,Bus,49,1
8453,2018-01-09,07:08,Kehancha,Bus,49,12
8454,2018-01-09,07:00,Sirare,Bus,49,50
8455,2018-01-09,07:08,Awendo,Bus,49,11
8456,2018-01-09,07:05,Nyachenge,Bus,49,2
8457,2018-01-09,07:05,Rongo,Bus,49,2
8458,2018-01-09,07:08,Migori,Bus,49,7
8468,2018-02-08,07:06,Kisii,Bus,49,24
8469,2018-02-08,07:08,Kisii,Bus,49,2
8470,2018-02-08,10:30,Kisii,shuttle,11,1
8471,2018-02-08,10:20,Kisii,shuttle,11,11
8472,2018-02-08,07:07,Kisii,Bus,49,20
8473,2018-02-08,10:10,Kisii,shuttle,11,11
8474,2018-02-08,10:00,Kisii,shuttle,11,10
8475,2018-01-10,07:15,Migori,Bus,49,10
8476,2018-02-08,09:50,Kisii,shuttle,11,10
8477,2018-02-08,09:40,Kisii,shuttle,11,8
8478,2018-02-08,09:30,Kisii,shuttle,11,11
8479,2018-02-08,09:20,Kisii,shuttle,11,6
8480,2018-02-08,08:30,Kisii,shuttle,11,11
8481,2018-02-08,09:00,Kisii,shuttle,11,2
8482,2018-02-08,08:50,Kisii,shuttle,11,11
8483,2018-02-08,08:40,Kisii,shuttle,11,3
8484,2018-01-10,07:06,Keroka,Bus,49,1
8485,2018-02-08,08:20,Kisii,shuttle,11,9
8486,2018-02-08,08:10,Kisii,shuttle,11,11
8487,2018-02-08,08:00,Kisii,shuttle,11,9
8488,2018-02-08,07:50,Kisii,shuttle,11,11
8489,2018-02-08,07:40,Kisii,shuttle,11,9
8490,2018-02-08,19:03,Kisii,Bus,49,2
8491,2018-02-08,07:10,Kisii,Bus,49,1
8492,2018-01-10,07:12,Awendo,Bus,49,9
8493,2018-01-10,07:09,Rongo,Bus,49,2
8494,2018-02-08,19:07,Kisii,Bus,49,1
8495,2018-01-10,07:08,Awendo,Bus,49,4
8496,2018-01-10,07:04,Homa Bay,Bus,49,34
8497,2018-01-10,07:08,Kehancha,Bus,49,15
8498,2018-01-10,07:00,Sirare,Bus,49,46
8499,2018-01-10,07:04,Rongo,Bus,49,1
8500,2018-01-10,07:05,Rongo,Bus,49,14
8501,2018-01-10,07:05,Nyachenge,Bus,49,1
8502,2018-01-10,07:08,Migori,Bus,49,10
8504,2018-02-08,07:30,Kisii,shuttle,11,11
8508,2018-02-08,07:20,Kisii,shuttle,11,10
8510,2018-01-10,07:15,Awendo,Bus,49,3
8511,2018-02-08,07:09,Kisii,shuttle,11,9
8512,2018-02-08,07:13,Kisii,Bus,49,1
8513,2018-02-08,07:00,Kisii,shuttle,11,9
8514,2018-02-08,06:50,Kisii,shuttle,11,8
8515,2018-02-08,06:30,Kisii,shuttle,11,1
8516,2018-02-08,05:00,Kisii,shuttle,11,1
8519,2018-01-11,07:09,Homa Bay,Bus,49,1
8524,2018-02-07,07:00,Kisii,Bus,49,1
8524,2018-02-07,07:00,Kisii,shuttle,11,9
8525,2018-02-07,07:06,Kisii,Bus,49,25
8526,2018-02-07,09:40,Kisii,shuttle,11,9
8527,2018-02-07,09:50,Kisii,shuttle,11,1
8528,2018-02-07,09:30,Kisii,shuttle,11,12
8529,2018-01-11,07:15,Migori,Bus,49,25
8530,2018-02-07,09:20,Kisii,shuttle,11,10
8531,2018-01-11,07:06,Keroka,Bus,49,1
8532,2018-02-07,09:10,Kisii,shuttle,11,8
8533,2018-02-07,09:00,Kisii,shuttle,11,11
8534,2018-02-07,08:50,Kisii,shuttle,11,4
8535,2018-02-07,08:40,Kisii,shuttle,11,1
8536,2018-02-07,08:30,Kisii,shuttle,11,8
8537,2018-02-07,08:20,Kisii,shuttle,11,10
8538,2018-02-07,08:10,Kisii,shuttle,11,10
8539,2018-01-11,07:06,Kijauri,Bus,49,1
8540,2018-01-11,07:05,Rongo,Bus,49,8
8541,2018-01-11,07:04,Homa Bay,Bus,49,30
8542,2018-01-11,07:04,Rongo,Bus,49,7
8543,2018-02-07,19:04,Kisii,Bus,49,23
8544,2018-01-11,07:08,Kehancha,Bus,49,19
8545,2018-01-11,07:00,Sirare,Bus,49,48
8546,2018-02-07,08:00,Kisii,shuttle,11,10
8547,2018-01-11,07:08,Awendo,Bus,49,12
8548,2018-01-11,07:15,Awendo,Bus,49,3
8549,2018-01-11,07:08,Migori,Bus,49,1
8553,2018-02-07,07:50,Kisii,shuttle,11,7
8554,2018-02-07,07:40,Kisii,shuttle,11,7
8555,2018-02-07,19:03,Kisii,Bus,49,9
8556,2018-02-07,07:30,Kisii,shuttle,11,9
8557,2018-02-07,07:20,Kisii,shuttle,11,8
8558,2018-02-07,07:07,Kisii,Bus,49,14
8559,2018-02-07,07:09,Kisii,shuttle,11,8
8560,2018-02-07,06:50,Kisii,shuttle,11,10
8561,2018-02-07,06:40,Kisii,shuttle,11,5
8562,2018-02-07,05:50,Kisii,shuttle,11,1
8563,2018-02-07,05:00,Kisii,shuttle,11,1
8564,2018-02-07,06:30,Kisii,shuttle,11,1
8570,2018-02-06,07:06,Kisii,Bus,49,12
8571,2018-02-06,09:40,Kisii,shuttle,11,4
8574,2018-02-06,07:08,Kisii,Bus,49,2
8575,2018-01-12,07:15,Migori,Bus,49,25
8576,2018-02-06,09:30,Kisii,shuttle,11,9
8577,2018-02-06,09:20,Kisii,shuttle,11,11
8578,2018-02-06,09:10,Kisii,shuttle,11,5
8579,2018-02-06,09:00,Kisii,shuttle,11,8
8580,2018-02-06,08:50,Kisii,shuttle,11,7
8581,2018-02-06,08:40,Kisii,shuttle,11,11
8582,2018-02-06,08:30,Kisii,shuttle,11,11
8583,2018-02-06,08:10,Kisii,shuttle,11,10
8584,2018-01-12,07:04,Rongo,Bus,49,9
8585,2018-02-06,08:20,Kisii,shuttle,11,11
8586,2018-02-06,08:00,Kisii,shuttle,11,10
8587,2018-02-06,07:50,Kisii,shuttle,11,10
8588,2018-02-06,07:40,Kisii,shuttle,11,11
8589,2018-02-06,07:30,Kisii,shuttle,11,11
8590,2018-02-06,07:07,Kisii,Bus,49,3
8591,2018-02-06,19:03,Kisii,Bus,49,5
8592,2018-02-06,07:20,Kisii,shuttle,11,11
8593,2018-02-06,07:09,Kisii,shuttle,11,11
8594,2018-02-06,07:00,Kisii,shuttle,11,10
8595,2018-02-06,06:50,Kisii,shuttle,11,9
8596,2018-01-12,07:04,Homa Bay,Bus,49,33
8597,2018-01-12,07:06,Kijauri,Bus,49,1
8598,2018-01-12,07:00,Sirare,Bus,49,47
8599,2018-01-12,07:08,Kehancha,Bus,49,16
8600,2018-01-12,07:09,Rongo,Bus,49,2
8601,2018-01-12,07:05,Rongo,Bus,49,6
8602,2018-01-12,07:08,Awendo,Bus,49,11
8603,2018-01-12,07:05,Nyachenge,Bus,49,1
8604,2018-01-12,07:08,Migori,Bus,49,1
8605,2018-02-06,06:40,Kisii,shuttle,11,11
8612,2018-02-06,06:30,Kisii,shuttle,11,5
8613,2018-02-06,05:50,Kisii,shuttle,11,1
8614,2018-02-06,05:00,Kisii,shuttle,11,2
8617,2018-01-13,05:00,Kijauri,shuttle,11,1
8618,2018-01-13,07:15,Migori,Bus,49,18
8619,2018-01-13,07:04,Rongo,Bus,49,7
8620,2018-01-13,07:06,Kijauri,Bus,49,1
8621,2018-01-13,07:04,Homa Bay,Bus,49,31
8622,2018-01-13,07:00,Sirare,Bus,49,47
8623,2018-01-13,07:05,Nyachenge,Bus,49,1
8624,2018-01-13,07:11,Rongo,Bus,49,1
8625,2018-01-13,07:05,Rongo,Bus,49,10
8626,2018-01-13,07:08,Kehancha,Bus,49,1
8627,2018-01-13,07:08,Awendo,Bus,49,20
8628,2018-01-13,07:15,Awendo,Bus,49,2
8637,2018-02-05,07:06,Kisii,Bus,49,19
8638,2018-02-05,05:00,Kisii,shuttle,11,3
8639,2018-02-05,07:05,Kisii,Bus,49,1
8640,2018-02-05,10:40,Kisii,shuttle,11,10
8641,2018-01-14,07:15,Migori,Bus,49,30
8642,2018-02-05,10:30,Kisii,shuttle,11,12
8643,2018-02-05,10:20,Kisii,shuttle,11,9
8644,2018-02-05,10:10,Kisii,shuttle,11,10
8645,2018-02-05,10:00,Kisii,shuttle,11,9
8646,2018-02-05,09:50,Kisii,shuttle,11,5
8647,2018-02-05,09:40,Kisii,shuttle,11,11
8648,2018-02-05,07:02,Kisii,Bus,49,4
8649,2018-02-05,09:30,Kisii,shuttle,11,10
8650,2018-02-05,09:20,Kisii,shuttle,11,10
8651,2018-02-05,09:10,Kisii,shuttle,11,12
8652,2018-02-05,09:00,Kisii,shuttle,11,4
8653,2018-02-05,08:50,Kisii,shuttle,11,10
8654,2018-02-05,08:40,Kisii,shuttle,11,10
8655,2018-02-05,08:30,Kisii,shuttle,11,11
8656,2018-01-14,05:20,Kijauri,shuttle,11,1
8657,2018-01-14,07:04,Homa Bay,Bus,49,33
8658,2018-01-14,06:30,Keroka,shuttle,11,1
8659,2018-01-14,07:04,Rongo,Bus,49,4
8660,2018-01-14,07:00,Sirare,Bus,49,47
8661,2018-01-14,05:00,Kijauri,shuttle,11,2
8662,2018-01-14,07:05,Nyachenge,Bus,49,1
8663,2018-01-14,07:06,Keroka,Bus,49,1
8664,2018-01-14,07:05,Rongo,Bus,49,7
8665,2018-01-14,07:08,Kehancha,Bus,49,5
8666,2018-01-14,07:15,Awendo,Bus,49,1
8667,2018-01-14,07:08,Awendo,Bus,49,6
8671,2018-02-05,08:20,Kisii,shuttle,11,9
8675,2018-02-05,08:10,Kisii,shuttle,11,11
8676,2018-02-05,19:03,Kisii,Bus,49,17
8677,2018-02-05,08:00,Kisii,shuttle,11,8
8678,2018-01-15,07:05,Rongo,Bus,49,7
8679,2018-01-15,07:04,Rongo,Bus,49,4
8680,2018-01-15,07:08,Rongo,Bus,49,1
8681,2018-01-15,07:04,Homa Bay,Bus,49,32
